Paper_ID,Rater_1,Rater_2,Rater_3,Rater_4,Rater_5,Rater_6
994,0,0,0,0,0,0
995,1,0,0,0,0,0
996,0,0,0,0,0,1
997,1,1,1,1,1,1
998,0,0,1,0,0,0
999,0,1,1,1,1,1
1000,0,0,0,0,0,0
1001,0,0,0,0,0,0
1002,0,0,0,0,0,1
1003,1,1,1,1,1,1
1004,1,1,0,1,1,1
1005,1,1,1,1,1,1
1006,0,0,1,0,0,0
1007,0,0,0,0,0,1
1008,1,1,1,0,1,1
1009,0,1,1,0,1,0
1010,0,0,0,0,0,0
1011,0,0,0,1,0,0
1012,1,1,1,1,1,1
1013,1,1,1,1,1,0
1014,0,0,0,0,0,0
1015,1,1,0,1,1,1
1016,1,1,0,1,1,1
1017,0,0,0,0,0,0
1018,1,0,0,0,0,0
1019,1,1,1,1,0,1
1020,0,0,0,0,0,0
1021,0,0,0,0,0,0
1022,0,0,0,0,0,0
1023,1,1,1,1,1,1
1024,1,1,1,1,1,1
1025,0,1,0,0,1,1
1026,0,0,0,0,0,0
1027,1,1,1,1,0,1
1028,1,0,1,0,1,1
1029,0,0,0,1,0,0
1030,1,1,1,1,1,0
1031,0,0,0,0,0,0
1032,0,0,0,0,0,0
1033,0,1,0,0,1,0
1034,0,0,0,0,0,0
1035,1,0,0,0,0,0
1036,0,0,0,0,0,1
1037,0,0,0,0,0,1
1038,1,1,1,1,1,1
1039,1,0,0,0,0,0
1040,0,1,1,0,0,1
1041,0,0,0,0,0,0
1042,1,1,1,1,1,1
1043,0,0,0,0,0,0
1044,0,0,0,0,0,0
1045,1,1,1,1,1,1
1046,1,0,0,0,0,0
1047,0,0,0,0,0,0
1048,0,0,0,0,0,0
1049,1,1,1,1,1,1
1050,0,0,0,0,0,0
1051,1,0,1,1,1,1
1052,0,1,0,0,0,0
1053,0,1,1,0,1,1
1054,1,1,1,1,1,1
1055,1,0,1,0,1,0
1056,0,0,0,0,0,0
1057,1,1,0,1,1,1
1058,0,0,0,0,0,0
1059,0,0,1,0,0,0
1060,0,0,0,1,0,0
1061,1,1,1,1,1,1
1062,1,1,1,1,1,1
1063,0,1,1,1,1,1
1064,0,0,1,0,0,0
1065,0,0,0,0,0,0
1066,1,1,1,1,1,1
1067,0,1,0,0,1,0
1068,0,1,0,1,0,0
1069,0,0,0,0,0,1
1070,0,0,0,0,0,1
1071,0,0,0,0,0,1
1072,1,0,0,0,0,0
1073,0,1,0,0,0,0
1074,0,0,1,0,0,0
1075,1,1,1,1,1,1
1076,0,0,0,0,0,0
1077,0,0,1,0,1,1
1078,0,1,0,0,0,0
1079,0,0,0,0,1,0
1080,1,0,1,0,1,1
1081,1,1,1,1,1,1
1082,0,0,1,0,0,0
1083,0,1,0,1,0,0
1084,1,1,1,1,1,1
1085,1,1,1,1,1,1
1086,0,0,0,0,0,0
1087,0,0,0,0,0,0
1088,0,0,0,0,1,0
1089,1,1,1,1,0,0
1090,0,1,0,0,1,0
1091,1,1,1,1,1,0
1092,0,1,0,0,0,0
1093,1,0,0,0,0,0
1094,0,0,0,1,0,0
1095,0,1,0,0,0,1
1096,0,0,0,0,0,0
1097,0,0,0,0,0,0
1098,0,0,0,0,0,1
1099,1,1,1,1,1,1
1100,0,0,0,0,0,0
1101,0,0,0,0,0,0
1102,1,1,0,1,1,1
1103,1,1,1,1,1,1
1104,1,1,1,1,1,1
1105,1,1,1,0,1,1
1106,0,0,0,0,0,0
1107,0,0,0,0,0,0
1108,1,1,1,1,1,1
1109,0,0,0,0,0,0
1110,0,0,0,0,1,0
1111,1,1,1,1,1,1
1112,1,0,0,0,0,0
1113,0,0,0,0,0,0
1114,0,0,0,0,0,0
1115,0,0,1,0,0,1
1116,0,1,0,0,0,0
1117,0,1,0,0,0,0
1118,1,1,1,1,1,0
1119,1,0,0,0,0,0
1120,0,0,0,1,0,0
1121,1,1,1,1,1,1
1122,1,1,1,1,1,1
1123,1,1,1,1,0,1
1124,1,0,1,1,1,1
1125,0,1,1,0,0,0
1126,0,0,0,0,0,0
1127,0,0,1,1,0,0
1128,0,0,0,0,0,0
1129,0,0,0,0,0,0
1130,0,0,0,0,0,0
1131,0,1,0,0,1,1
1132,0,0,0,0,0,1
1133,0,0,0,0,0,0
1134,0,0,0,0,0,1
1135,1,0,0,0,0,0
1136,1,0,0,0,0,0
1137,1,1,1,1,1,1
1138,0,0,1,0,0,0
1139,0,0,1,0,0,0
1140,0,0,0,0,0,0
1141,1,1,1,0,0,1
1142,0,0,0,0,0,0
1143,1,0,0,0,0,0
1144,0,0,0,0,0,0
1145,0,1,0,0,0,1
1146,0,1,1,1,1,1
1147,1,1,1,1,1,1
1148,0,1,0,0,0,0
1149,1,1,0,1,1,1
1150,1,1,0,1,1,1
1151,0,1,1,1,1,0
1152,0,1,0,0,1,1
1153,0,0,0,0,0,0
1154,0,0,0,1,0,0
1155,0,0,0,0,0,0
1156,1,1,1,1,1,1
1157,0,0,0,1,0,0
1158,1,1,1,1,1,1
1159,1,1,1,1,0,1
1160,0,0,0,0,0,0
1161,1,1,1,1,1,1
1162,0,0,0,0,1,1
1163,1,0,0,0,0,0
1164,1,1,1,1,1,0
1165,0,0,1,0,0,0
1166,1,1,1,1,1,1
1167,1,1,1,1,1,1
1168,0,0,0,0,0,0
1169,0,0,0,0,0,0
1170,0,0,0,0,0,0
1171,0,0,0,0,0,0
1172,0,1,1,1,0,1
1173,0,0,0,0,1,0
1174,0,0,0,0,0,0
1175,0,0,1,1,1,0
1176,0,1,0,0,0,0
1177,1,1,1,1,1,1
1178,0,0,0,0,0,0
1179,1,1,1,1,1,1
1180,0,0,0,0,0,0
1181,1,1,1,0,1,1
1182,0,0,0,1,0,0
1183,0,0,0,0,0,0
1184,1,1,1,1,1,1
1185,0,0,0,0,0,0
1186,1,1,1,0,1,1
1187,0,0,1,0,0,0
1188,0,1,0,0,0,0
1189,0,0,0,0,1,1
1190,1,1,1,0,1,1
1191,0,0,0,0,0,0
1192,0,0,0,0,0,0
1193,0,0,1,0,0,0
1194,0,0,0,1,0,0
1195,0,0,0,1,0,0
1196,1,1,1,1,1,1
1197,1,1,1,1,1,1
1198,1,1,1,1,1,1
1199,1,1,1,1,1,1
1200,0,0,1,0,0,1
1201,1,1,1,0,1,1
1202,0,0,1,0,0,0
1203,0,1,0,0,0,0
1204,0,0,0,0,0,0
1205,0,0,0,0,0,0
1206,1,1,1,1,1,1
1207,0,0,0,0,0,0
1208,0,0,0,0,0,0
1209,0,0,0,0,1,0
1210,1,1,1,1,1,1
1211,1,0,0,0,0,0
1212,0,1,0,0,0,0
1213,0,1,0,0,0,0
1214,1,1,0,1,1,1
1215,0,0,0,0,0,1
1216,0,1,0,0,0,0
1217,0,0,0,0,0,0
1218,0,0,0,0,0,1
1219,0,0,0,0,0,0
1220,1,0,0,0,0,0
1221,1,1,1,1,1,1
1222,0,0,0,0,0,0
1223,0,0,0,0,0,0
1224,1,1,1,0,1,1
1225,0,0,0,1,0,1
1226,0,0,1,0,0,0
1227,0,0,0,1,1,0
1228,0,1,0,0,0,0
1229,1,1,1,1,1,1
1230,0,1,0,0,0,0
1231,1,1,1,1,0,1
1232,0,0,0,0,0,0
1233,0,0,0,0,0,0
1234,0,1,0,0,0,0
1235,0,0,0,0,0,0
1236,0,0,0,1,0,0
1237,1,1,1,1,0,1
1238,0,0,0,0,1,0
1239,1,1,1,1,1,1
1240,0,0,0,0,0,0
1241,1,1,1,0,1,1
1242,1,0,1,1,1,1
1243,1,0,0,1,1,1
1244,1,1,1,1,1,1
1245,1,1,1,1,1,1
1246,0,1,0,0,1,0
1247,0,0,0,0,0,0
1248,0,0,0,0,0,1
1249,1,1,1,1,1,1
1250,0,0,0,0,0,0
1251,1,1,1,1,1,1
1252,0,0,0,0,1,0
1253,0,0,0,0,0,1
1254,0,1,0,0,0,0
1255,0,0,0,0,0,0
1256,0,1,0,0,0,0
1257,0,0,1,0,0,0
1258,0,0,0,0,0,0
1259,0,0,0,0,0,0
1260,0,0,0,0,0,0
1261,0,0,0,0,0,0
1262,1,1,1,1,1,1
1263,0,0,0,0,0,0
1264,0,0,0,0,0,0
1265,0,0,0,0,0,0
1266,0,0,0,0,0,0
1267,0,0,0,0,0,0
1268,0,0,0,0,0,0
1269,0,0,0,0,0,0
1270,0,0,0,0,0,1
1271,0,1,0,0,0,0
1272,1,0,1,1,1,1
1273,1,1,0,1,0,1
1274,0,0,0,0,0,0
1275,0,0,0,0,0,0
1276,1,0,0,0,0,1
1277,0,0,0,0,0,0
1278,0,1,1,1,1,1
1279,0,0,0,0,0,0
1280,0,0,0,0,0,0
1281,0,0,0,0,0,0
1282,1,1,1,1,1,1
1283,0,1,0,0,0,0
1284,0,0,0,1,0,0
1285,0,0,0,0,0,0
1286,0,0,0,0,0,0
1287,0,0,0,1,0,0
1288,0,0,0,0,0,0
1289,0,0,0,0,0,0
1290,0,0,0,1,0,0
1291,1,1,0,0,0,0
1292,0,0,0,0,0,0
1293,0,0,0,0,0,0
1294,0,0,0,0,0,0
1295,1,1,1,0,1,1
1296,0,0,0,0,0,0
1297,0,0,0,1,0,0
1298,0,0,0,0,0,0
1299,0,0,0,0,0,0
1300,1,1,1,1,1,0
1301,0,0,0,0,0,0
1302,0,1,0,1,1,1
1303,1,0,0,0,0,0
1304,0,0,1,0,0,0
1305,1,0,1,1,1,1
1306,1,1,1,1,1,1
1307,1,1,1,1,1,1
1308,1,1,1,1,1,1
1309,1,0,0,0,0,1
1310,1,1,1,0,1,1
1311,1,0,0,0,0,0
1312,1,1,1,1,1,1
1313,0,0,1,0,0,0
1314,1,1,1,1,1,1
1315,0,0,0,0,0,0
1316,0,0,0,0,0,0
1317,0,0,0,0,0,0
1318,1,1,1,1,1,1
1319,1,0,0,0,1,0
1320,0,0,0,0,0,0
1321,0,1,0,0,0,1
1322,0,0,0,0,0,0
1323,0,1,1,1,1,1
1324,0,1,0,0,0,0
1325,1,1,1,0,0,1
1326,0,0,0,0,0,0
1327,1,0,0,0,0,0
1328,1,1,1,1,1,1
1329,0,0,0,0,0,0
1330,0,0,0,1,0,0
1331,0,0,0,0,0,0
1332,1,1,1,1,1,1
1333,0,0,0,0,0,0
1334,1,1,1,1,1,1
1335,1,1,1,1,1,1
1336,0,0,1,0,0,0
1337,1,0,0,0,0,0
1338,0,0,0,0,0,0
1339,0,0,1,0,0,1
1340,0,0,0,0,1,0
1341,0,0,0,0,0,0
1342,0,0,0,0,0,0
1343,1,1,1,1,1,1
1344,1,1,1,1,1,1
1345,1,1,1,1,1,1
1346,0,0,1,0,0,0
1347,0,1,0,0,0,0
1348,0,0,0,0,0,0
1349,1,0,1,1,1,1
1350,1,0,0,1,0,0
1351,1,1,1,1,1,1
1352,0,0,0,0,0,0
1353,0,0,0,1,1,0
1354,1,1,1,1,1,1
1355,1,0,0,0,0,0
1356,1,1,1,1,1,1
1357,1,0,1,1,1,1
1358,0,0,0,0,0,1
1359,0,0,0,0,0,1
1360,1,0,0,0,0,0
1361,1,1,1,1,1,1
1362,1,0,0,0,0,0
1363,0,0,0,0,0,0
1364,0,0,0,0,0,0
1365,1,1,1,1,1,1
1366,0,0,0,0,1,0
1367,1,1,1,1,1,1
1368,1,1,1,1,1,1
1369,0,0,0,0,0,0
1370,1,0,0,0,0,0
1371,1,1,1,1,0,1
1372,0,1,0,0,0,1
1373,1,1,1,1,1,1
1374,0,0,0,0,0,0
1375,0,0,0,0,0,1
1376,1,1,1,1,1,0
1377,0,0,1,1,1,0
1378,0,0,0,0,0,0
1379,0,0,0,0,0,0
1380,0,0,0,0,0,0
1381,0,0,0,0,1,0
1382,1,0,0,0,1,1
1383,1,1,0,1,0,1
1384,0,1,0,0,0,0
1385,0,0,0,0,0,0
1386,0,0,0,1,0,0
1387,1,1,1,1,1,1
1388,0,0,0,0,0,0
1389,1,1,1,1,1,0
1390,0,1,0,0,0,0
1391,0,0,0,0,0,0
1392,0,0,0,1,1,0
1393,0,0,1,0,0,0
1394,0,0,0,0,0,0
1395,0,0,0,1,0,0
1396,1,1,1,1,1,1
1397,1,0,0,0,0,0
1398,0,0,0,0,0,0
1399,0,0,0,0,0,0
1400,1,1,1,1,0,1
1401,0,0,0,0,0,0
1402,0,0,1,0,0,0
1403,0,0,0,0,0,0
1404,1,1,1,1,1,1
1405,0,0,0,0,0,1
1406,0,0,0,0,0,0
1407,1,1,1,1,1,1
1408,1,1,0,1,0,1
1409,0,0,0,0,0,0
1410,1,1,1,1,1,1
1411,0,0,0,0,0,0
1412,0,0,0,0,0,0
1413,0,0,0,0,0,0
1414,0,0,1,0,0,0
1415,0,0,0,0,0,0
1416,1,0,1,1,1,1
1417,0,0,0,0,1,0
1418,1,0,0,0,0,0
1419,0,0,0,0,0,0
1420,1,1,1,1,1,1
1421,1,0,0,0,0,0
1422,0,0,0,0,0,0
1423,0,0,0,0,0,0
1424,0,0,0,0,0,0
1425,0,1,1,0,1,1
1426,1,1,1,1,1,1
1427,0,0,0,0,0,0
1428,1,1,1,1,1,0
1429,0,0,0,0,0,1
1430,1,1,1,1,1,0
1431,0,0,0,0,0,0
1432,1,1,0,0,0,0
1433,0,0,0,0,0,0
1434,0,0,0,0,0,0
1435,0,0,0,0,0,1
1436,0,0,0,0,0,0
1437,1,0,0,0,0,0
1438,1,1,1,1,1,1
1439,0,0,0,1,0,0
1440,0,0,0,0,1,0
1441,0,1,1,1,1,1
1442,0,0,0,0,0,0
1443,0,0,0,0,0,0
1444,0,0,0,0,0,0
1445,1,0,1,1,1,1
1446,1,0,0,1,0,0
1447,0,1,0,0,0,0
1448,1,1,1,1,1,1
1449,1,1,1,1,1,1
1450,0,0,0,0,0,0
1451,0,0,0,0,0,1
1452,0,0,1,0,0,0
1453,1,1,1,1,1,1
1454,0,0,0,0,0,1
1455,0,0,0,0,0,0
1456,1,1,1,1,1,1
1457,0,0,0,0,0,0
1458,0,0,0,0,0,0
1459,0,0,1,0,0,0
1460,0,0,0,0,0,0
1461,0,0,0,0,1,1
1462,0,0,1,0,0,0
1463,0,1,0,0,0,0
1464,1,0,1,0,1,0
1465,1,1,1,0,1,1
1466,0,0,1,0,0,0
1467,1,1,1,1,1,1
1468,0,0,0,0,1,0
1469,1,1,1,1,1,1
1470,1,1,1,1,1,1
1471,0,1,0,1,0,0
1472,1,1,1,1,1,0
1473,1,1,1,1,1,1
1474,0,0,0,0,0,0
1475,0,0,0,0,0,0
1476,0,0,0,0,0,0
1477,1,1,1,1,1,1
1478,1,1,1,1,1,1
1479,1,1,1,1,1,1
1480,1,0,0,0,0,0
1481,1,0,1,1,0,1
1482,0,0,0,0,0,0
1483,0,0,0,0,0,0
1484,0,0,0,0,0,0
1485,0,1,0,0,1,0
1486,0,0,1,0,0,0
1487,1,0,1,0,0,0
1488,0,0,1,0,0,0
1489,0,1,0,0,0,0
1490,0,1,0,0,0,0
1491,0,0,0,0,0,0
1492,0,0,0,0,0,0
1493,0,0,0,0,0,0
1494,0,0,0,0,0,0
1495,0,0,1,0,1,0
1496,0,0,1,0,0,0
1497,0,0,0,0,0,0
1498,0,0,0,0,0,0
1499,0,0,0,0,0,0
1500,1,1,1,1,1,1
1501,0,0,0,1,0,0
1502,0,0,0,0,0,0
1503,0,1,1,0,0,0
1504,0,0,0,0,0,0
1505,0,0,0,0,0,0
1506,0,0,1,0,0,0
1507,0,1,0,1,0,0
1508,0,0,0,1,0,0
1509,0,0,0,1,0,0
1510,1,1,1,1,1,1
1511,1,1,1,0,1,1
1512,1,1,1,1,1,1
1513,1,1,1,1,1,1
1514,0,0,0,0,0,0
1515,0,0,0,0,0,0
1516,0,0,0,0,0,0
1517,1,0,1,0,0,0
1518,1,1,1,1,1,1
1519,0,0,0,0,0,0
1520,1,1,1,1,0,1
1521,0,0,0,0,0,0
1522,1,1,1,1,0,1
1523,1,0,0,0,0,0
1524,0,0,0,0,0,0
1525,0,0,0,0,0,0
1526,0,0,0,0,0,0
1527,0,0,0,0,0,1
1528,0,0,0,0,0,0
1529,1,1,1,1,1,1
1530,0,0,0,0,0,0
1531,0,0,0,0,0,0
1532,0,0,0,0,0,0
1533,1,1,1,1,1,1
1534,0,0,0,0,0,0
1535,0,0,0,0,0,0
1536,0,0,0,1,0,0
1537,0,0,0,0,0,0
1538,0,0,0,0,0,0
1539,0,0,0,0,0,0
1540,0,0,0,0,0,0
1541,0,1,1,1,1,0
1542,1,0,0,0,0,0
1543,0,0,0,0,0,0
1544,0,0,0,0,1,0
1545,1,1,1,1,0,1
1546,0,0,0,0,0,0
1547,1,0,0,1,1,1
1548,0,0,0,0,0,1
1549,0,0,0,0,0,0
1550,0,0,0,0,0,0
1551,1,1,1,1,1,1
1552,0,0,0,0,0,0
1553,1,1,1,1,0,1
1554,1,1,1,1,1,1
1555,0,0,0,1,0,0
1556,0,0,0,0,0,0
1557,0,0,0,0,0,0
1558,1,0,0,0,0,0
1559,1,1,1,1,1,1
1560,1,1,1,1,1,0
1561,0,0,0,1,0,0
1562,0,0,1,0,0,1
1563,1,1,1,1,1,1
1564,0,0,0,0,0,0
1565,0,1,1,1,1,1
1566,0,1,0,0,0,0
1567,0,1,1,0,1,0
1568,0,0,0,0,1,0
1569,0,0,0,0,0,0
1570,0,0,0,0,0,0
1571,0,0,0,0,0,0
1572,0,1,0,0,0,0
1573,1,1,0,1,1,1
1574,1,0,1,1,1,1
1575,0,0,0,0,0,0
1576,1,0,0,0,0,0
1577,0,0,0,0,0,0
1578,0,0,0,0,0,0
1579,0,0,0,0,0,0
1580,0,0,0,0,0,0
1581,0,0,0,0,0,0
1582,0,0,0,0,0,0
1583,0,0,0,1,0,0
1584,0,0,0,0,0,0
1585,1,1,1,1,1,1
1586,0,0,0,0,0,0
1587,1,0,0,0,0,0
1588,0,1,0,0,0,0
1589,0,0,0,0,0,0
1590,1,1,1,1,1,1
1591,1,0,0,1,0,0
1592,1,1,0,1,1,1
1593,0,0,1,0,0,0
1594,0,1,0,0,0,0
1595,1,1,0,1,1,1
1596,0,0,0,0,0,0
1597,0,0,0,0,0,0
1598,0,0,0,0,0,0
1599,0,0,0,0,0,0
1600,1,1,1,1,0,1
1601,0,0,0,0,0,0
1602,0,0,0,0,0,0
1603,0,0,0,0,1,0
1604,0,0,0,1,0,0
1605,0,1,0,0,0,0
1606,0,0,1,0,0,0
1607,0,0,0,1,0,0
1608,1,1,1,0,1,1
1609,0,0,0,0,0,0
1610,0,0,0,0,0,0
1611,1,1,0,1,1,0
1612,0,0,0,1,0,0
1613,1,0,1,0,0,0
1614,0,0,0,0,0,0
1615,1,0,0,0,0,0
1616,0,0,0,0,0,0
1617,1,1,1,1,1,1
1618,0,0,0,0,0,0
1619,0,0,0,0,0,0
1620,0,0,1,1,1,1
1621,0,0,0,0,0,0
1622,0,0,0,0,0,0
1623,0,0,0,0,1,0
1624,1,1,1,1,1,1
1625,0,0,0,0,0,0
1626,0,0,0,0,0,0
1627,0,0,0,0,1,0
1628,1,0,0,0,0,0
1629,0,0,0,1,0,1
1630,0,0,0,0,0,0
1631,1,1,1,1,1,1
1632,0,0,0,0,0,0
1633,0,1,0,0,0,0
1634,1,1,1,1,1,0
1635,0,1,1,1,0,1
1636,0,0,0,1,0,1
1637,0,0,0,0,0,0
1638,0,0,0,0,0,0
1639,1,1,1,1,1,1
1640,1,1,1,1,1,1
1641,0,0,1,0,0,0
1642,1,1,1,1,1,1
1643,1,0,0,0,0,0
1644,0,0,0,0,1,0
1645,0,0,0,0,1,0
1646,1,1,1,1,0,1
1647,0,0,0,1,0,0
1648,1,1,1,1,1,1
1649,1,0,1,1,1,1
1650,1,1,1,1,1,1
1651,0,1,0,0,0,1
1652,0,0,0,0,0,0
1653,0,0,1,0,0,0
1654,0,0,0,0,0,0
1655,0,0,0,0,0,0
1656,1,1,1,1,1,1
1657,0,0,0,1,0,0
1658,0,0,0,0,1,0
1659,0,0,0,0,1,0
1660,0,0,0,1,0,0
1661,0,0,0,0,0,0
1662,0,1,0,1,1,0
1663,1,1,1,0,1,0
1664,0,0,0,0,0,0
1665,1,1,1,1,1,1
1666,1,1,1,1,1,1
1667,0,0,0,0,0,0
1668,1,1,1,1,1,1
1669,0,0,0,0,0,1
1670,1,1,0,1,1,1
1671,0,0,0,0,0,0
1672,1,1,1,1,1,0
1673,1,1,1,1,1,1
1674,1,1,1,1,1,1
1675,1,1,1,0,1,0
1676,0,1,0,0,1,0
1677,0,0,0,0,0,0
1678,0,0,0,0,0,0
1679,0,1,0,0,0,0
1680,0,0,0,0,0,0
1681,1,0,0,0,0,0
1682,1,1,1,1,1,1
1683,0,0,0,0,0,0
1684,0,1,1,1,1,1
1685,1,0,0,0,0,0
1686,1,1,1,1,0,1
1687,1,1,0,1,1,1
1688,0,0,0,1,0,0
1689,0,1,0,1,0,0
1690,1,1,1,1,1,1
1691,0,0,0,0,0,0
1692,0,0,0,0,0,0
1693,0,0,1,0,0,0
1694,0,0,0,0,0,0
1695,0,1,0,0,0,1
1696,1,0,0,0,0,0
1697,0,0,0,0,0,0
1698,1,0,0,0,0,0
1699,1,1,1,1,1,0
1700,0,0,0,0,0,0
1701,1,1,1,1,1,1
1702,0,0,0,0,0,0
1703,0,0,0,0,0,0
1704,0,0,1,0,0,1
1705,0,0,0,0,0,0
1706,1,0,0,1,0,0
1707,0,0,0,0,0,0
1708,0,0,0,0,0,0
1709,0,1,0,0,0,0
1710,0,1,0,0,0,0
1711,0,0,0,0,0,0
1712,0,0,0,0,0,0
1713,1,1,0,1,1,1
1714,0,0,0,0,0,0
1715,0,0,0,0,0,0
1716,1,1,1,1,1,1
1717,0,0,0,0,0,0
1718,0,1,0,0,0,0
1719,1,1,1,1,0,1
1720,0,0,1,0,0,1
1721,0,0,0,0,0,0
1722,0,0,0,0,0,0
1723,0,0,0,0,0,0
1724,1,0,0,0,0,0
1725,1,0,0,0,0,0
1726,0,0,0,0,0,0
1727,0,0,0,0,0,0
1728,1,1,1,1,1,1
1729,1,1,0,1,0,1
1730,1,0,0,0,0,0
1731,0,0,0,0,0,0
1732,0,0,0,0,0,0
1733,0,0,0,0,0,0
1734,0,0,0,0,0,0
1735,0,0,0,0,0,0
1736,0,1,1,1,1,1
1737,0,0,1,0,0,1
1738,0,0,0,0,0,0
1739,0,0,0,0,0,0
1740,0,0,0,0,0,0
1741,1,1,1,1,0,1
1742,1,1,1,0,1,1
1743,1,0,1,1,1,1
1744,0,0,0,0,0,0
1745,0,0,0,0,0,0
1746,0,0,1,0,0,0
1747,0,0,1,0,0,0
1748,0,0,1,0,0,0
1749,1,1,1,1,1,1
1750,1,1,0,0,0,0
1751,1,0,0,0,0,0
1752,0,0,0,0,0,0
1753,0,0,0,0,0,0
1754,0,0,0,0,0,0
1755,1,1,1,0,1,1
1756,0,1,1,1,1,1
1757,1,1,1,1,1,1
1758,0,0,0,1,0,0
1759,0,0,0,0,0,1
1760,1,0,0,0,0,0
1761,0,0,0,0,1,0
1762,1,0,1,1,1,1
1763,0,1,0,0,0,0
1764,0,0,0,0,0,0
1765,0,0,0,0,0,1
1766,0,0,0,0,0,0
1767,1,1,1,1,1,1
1768,1,0,0,0,0,0
1769,0,0,0,1,0,0
1770,0,0,0,0,0,0
1771,0,0,0,0,0,0
1772,0,1,1,1,1,1
1773,1,1,1,1,1,1
1774,1,1,1,1,1,1
1775,1,1,1,1,1,1
1776,0,0,0,0,0,0
1777,0,0,0,0,0,0
1778,1,0,0,0,1,0
1779,0,0,0,0,0,1
1780,0,1,1,0,1,1
1781,0,0,0,0,0,0
1782,1,0,1,1,1,1
1783,0,0,0,0,1,0
1784,0,0,0,0,0,0
1785,1,0,0,0,0,0
1786,1,0,1,1,1,1
1787,0,0,0,0,1,0
1788,0,0,0,0,1,0
1789,0,0,0,0,0,0
1790,0,0,0,0,0,0
1791,0,0,0,0,0,0
1792,1,1,1,1,1,1
1793,0,0,0,0,0,0
1794,0,0,0,1,0,0
1795,0,0,0,0,0,0
1796,0,0,0,0,0,0
1797,1,1,0,1,1,0
1798,0,0,1,0,0,0
1799,0,0,0,0,0,1
1800,0,0,0,0,0,0
1801,1,1,1,1,1,1
1802,1,1,1,1,1,1
1803,0,0,0,0,0,0
1804,0,0,0,0,0,0
1805,0,0,0,0,0,0
1806,1,1,1,1,1,0
1807,1,0,0,0,0,0
1808,0,0,0,0,0,0
1809,0,0,0,0,0,0
1810,0,1,0,0,0,0
1811,0,0,0,0,1,0
1812,1,1,1,1,1,1
1813,0,0,0,0,0,0
1814,0,0,1,0,0,0
1815,0,0,0,0,0,1
1816,1,1,1,1,1,1
1817,0,0,0,0,0,0
1818,1,1,1,1,1,1
1819,0,0,0,1,0,0
1820,0,0,1,0,0,0
1821,1,0,0,1,0,0
1822,0,0,0,0,1,0
1823,0,0,0,0,0,0
1824,1,1,1,1,1,1
1825,0,0,0,0,0,1
1826,0,0,1,0,0,0
1827,1,0,1,0,1,0
1828,1,1,0,1,1,0
1829,0,1,1,1,1,1
1830,0,0,0,0,0,0
1831,1,1,1,1,1,1
1832,0,1,0,0,0,0
1833,0,0,0,1,0,0
1834,0,1,1,1,1,1
1835,1,0,1,1,1,1
1836,0,0,0,0,0,0
1837,0,0,0,0,0,0
1838,0,0,0,0,1,0
1839,1,1,1,0,1,1
1840,0,0,0,0,0,0
1841,1,1,0,0,1,0
1842,0,0,0,0,0,0
1843,0,0,0,0,0,0
1844,0,0,1,0,0,0
1845,1,1,1,1,1,1
1846,1,0,0,0,0,0
1847,0,0,0,0,0,0
1848,0,0,0,0,0,0
1849,1,1,0,1,1,1
1850,0,0,0,0,0,0
1851,0,1,0,0,0,0
1852,1,1,0,0,1,1
1853,1,0,1,1,1,1
1854,1,1,1,1,1,1
1855,0,1,1,1,1,0
1856,0,0,0,0,1,0
1857,0,0,1,1,1,1
1858,0,0,0,1,1,0
1859,1,1,1,1,1,1
1860,1,1,1,1,1,1
1861,1,1,1,1,1,1
1862,0,0,0,0,0,0
1863,0,0,1,0,0,0
1864,0,0,0,0,0,0
1865,1,1,1,1,1,1
1866,1,1,1,1,1,1
1867,0,0,0,0,0,0
1868,0,0,0,0,0,0
1869,0,0,0,1,0,0
1870,1,1,1,1,0,1
1871,1,1,1,1,1,0
1872,0,1,0,0,0,0
1873,0,0,0,0,0,0
1874,1,1,1,1,1,1
1875,0,1,1,1,1,0
1876,0,0,0,0,0,0
1877,0,0,0,0,0,0
1878,0,1,0,0,0,0
1879,0,0,0,0,0,0
1880,0,0,0,0,0,0
1881,0,0,0,0,0,0
1882,1,1,1,0,0,1
1883,0,0,0,0,1,0
1884,1,1,1,1,1,0
1885,0,0,0,0,0,0
1886,0,0,0,0,0,0
1887,0,0,0,0,0,0
1888,1,0,1,0,0,0
1889,1,1,1,1,1,1
1890,1,1,1,1,1,1
1891,0,0,0,0,0,0
1892,0,1,0,1,0,0
1893,1,1,1,1,1,1
1894,0,0,0,0,0,0
1895,1,0,0,0,0,0
1896,1,1,1,1,1,1
1897,0,0,0,0,0,1
1898,0,0,0,0,0,0
1899,0,0,0,0,1,0
1900,1,1,1,1,1,1
1901,0,0,0,1,0,0
1902,0,1,0,0,0,0
1903,1,1,1,1,1,1
1904,0,0,0,0,0,0
1905,1,1,1,1,1,1
1906,1,0,0,0,0,0
1907,1,1,1,1,1,1
1908,1,0,1,0,0,0
1909,0,0,0,0,0,0
1910,0,0,0,0,1,0
1911,0,0,0,0,0,0
1912,1,1,1,1,1,1
1913,1,1,1,1,1,1
1914,0,0,0,0,0,0
1915,1,0,0,0,0,0
1916,1,1,0,1,1,1
1917,0,1,1,1,1,1
1918,0,1,0,0,0,0
1919,0,1,1,0,0,0
1920,0,0,0,0,0,0
1921,0,0,0,0,0,0
1922,0,0,0,0,0,1
1923,0,0,1,1,0,1
